Date,Return
2016-01-31,0.008282563226274974
2016-02-29,0.023212913253541707
2016-03-31,-0.014881094298604913
2016-04-30,0.010791316668009712
2016-05-31,0.07515364550917299
2016-06-30,-0.05716135053070412
2016-07-31,-0.008942671213005522
2016-08-31,0.04368617909157648
2016-09-30,-0.026621334972530258
2016-10-31,-0.007733494322695676
2016-11-30,0.027197501575688367
2016-12-31,0.0737693416886643
2017-01-31,-0.03673768590447665
2017-02-28,0.02044591603502032
2017-03-31,0.018797734395367627
2017-04-30,0.030031948403100212
2017-05-31,0.028211790711642364
2017-06-30,-0.014310773512255636
2017-07-31,-0.042882677575847336
2017-08-31,0.025810124476003227
2017-09-30,0.033709045814417415
2017-10-31,0.04642565709730355
2017-11-30,0.02403691664808904
2017-12-31,-0.015258413859437398
2018-01-31,0.018012164304813068
2018-02-28,0.006220599536475925
2018-03-31,-0.02119694761993982
2018-04-30,0.04377471568118615
2018-05-31,0.003795455741991277
2018-06-30,0.018331438548992454
2018-07-31,0.01224024835161819
2018-08-31,0.05232670670120422
2018-09-30,0.0274360562027754
2018-10-31,-0.06732741272962603
2018-11-30,-0.016972866139607037
2018-12-31,-0.03909254214095571
2019-01-31,0.033726797645338445
2019-02-28,0.06580126448687953
2019-03-31,0.023948627087760778
2019-04-30,0.03358583767362673
2019-05-31,-0.02252587507928044
2019-06-30,0.045558346783265244
2019-07-31,0.034231367936818885
2019-08-31,0.021420174562842252
2019-09-30,0.015266216275203399
2019-10-31,-0.006075221268090788
2019-11-30,0.047649319292928705
2019-12-31,-0.011793539380510254
2020-01-31,0.048549840743730074
2020-02-29,-0.06970485956765068
2020-03-31,-0.06988796283418523
2020-04-30,0.06173713691127859
2020-05-31,0.020861579786890516
2020-06-30,-0.00399739739365931
2020-07-31,-0.0002473825675218602
2020-08-31,0.08031240916053171
2020-09-30,-0.011458594816955606
2020-10-31,-0.016861525256568973
2020-11-30,0.06850911263358554
2020-12-31,0.002843767059588
2021-01-31,-0.002121803258423847
2021-02-28,0.009032150580177417
2021-03-31,0.061874824469366096
2021-04-30,0.027361259969834878
2021-05-31,0.01554220073009854
2021-06-30,0.03376522679182773
2021-07-31,0.022294567385313345
2021-08-31,0.05422039991324862
2021-09-30,-0.013436284431752717
2021-10-31,-0.02045269321061072
2021-11-30,0.0633067255961306
2021-12-31,0.010250629363633662
2022-01-31,-0.043536549389296755
2022-02-28,-0.05008009366646125
2022-03-31,0.021991903623572152
2022-04-30,-0.041303589613405994
2022-05-31,-0.015736457397892128
2022-06-30,-0.04694612823624504
2022-07-31,0.056207674966328516
2022-08-31,0.006805794523892172
2022-09-30,-0.04850722342331236
2022-10-31,0.06841041815120419
2022-11-30,0.006160525682705799
2022-12-31,-0.026274408506696646
2023-01-31,0.016671675518421577
2023-02-28,0.06981641722991469
2023-03-31,0.026805777898787658
2023-04-30,0.04093176761892603
2023-05-31,0.030257003940607822
2023-06-30,0.03047993427147601
2023-07-31,0.019802428943309597
2023-08-31,0.02979456092496717
2023-09-30,-0.04498945712487358
2023-10-31,-0.02820153706187267
2023-11-30,0.05403391058099605
2023-12-31,0.02385407519595322
2024-01-31,0.07104201397917297
2024-02-29,0.03212940717859413
2024-03-31,0.03936689714927597
2024-04-30,-0.041335114472567075
2024-05-31,0.010899889602842544
2024-06-30,0.04345989886078353
2024-07-31,0.00785715661261292
2024-08-31,-0.007598397741608389
2024-09-30,-0.001524771199117321
2024-10-31,0.0520098231880564
2024-11-30,0.03703568597321083
2024-12-31,0.02842725366568245
2025-01-31,0.03221042562480744
2025-02-28,-0.02197278858561145
2025-03-31,-0.03147403316533576
2025-04-30,-0.01585931628823808
2025-05-31,0.05752748860469803
2025-06-30,0.02661698410606418
2025-07-31,0.025052705265411104
2025-08-31,0.023550112211588148
2025-09-30,0.009005565111361875
2025-10-31,0.033791763552296905
2025-11-30,0.004499038894217206
2025-12-31,-0.0003475095637136324
